スプレー菊(ピ),0,相対,71720,8760,39700,11960,4660,6640,200904
スプレー菊(ピ),0,第三者等,1320,1320,0,0,0,0,200904
小菊(白),190580,せり・入札,44750,5430,31060,2500,2960,2800,200904
小菊(白),0,相対,143550,12470,96190,20890,10180,3820,200904
小菊(白),0,第三者等,680,680,0,0,0,0,200904
小菊(白),0,商物分離,1600,0,1600,0,0,0,200904
小菊(黄),146145,せり・入札,11410,2640,7590,280,750,150,200904
小菊(黄),0,相対,129075,19990,83825,13770,10410,1080,200904
小菊(黄),0,第三者等,4060,1240,0,0,0,2820,200904
小菊(黄),0,商物分離,1600,0,1600,0,0,0,200904
小菊(赤),147685,せり・入札,13900,2520,6860,620,1420,2480,200904
小菊(赤),0,相対,130385,14660,76495,21230,10970,7030,200904
小菊(赤),0,第三者等,1800,1800,0,0,0,0,200904
小菊(赤),0,商物分離,1600,0,1600,0,0,0,200904
カーネーション(白),49425,せり・入札,12220,0,9990,50,430,1750,200904
カーネーション(白),0,相対,36355,3095,26775,400,2380,3705,200904
カーネーション(白),0,第三者等,850,800,0,0,0,50,200904
カーネーション(赤),81103,せり・入札,14630,1750,10610,0,200,2070,200904
カーネーション(赤),0,相対,64148,10340,33313,7100,7745,5650,200904
カーネーション(赤),0,第三者等,2325,2325,0,0,0,0,200904
カーネーション(ピ),81545,せり・入札,19638,2300,11933,725,2040,2640,200904
カーネーション(ピ),0,相対,60107,4670,37867,6850,3060,7660,200904
カーネーション(ピ),0,第三者等,1800,1750,50,0,0,0,200904
スプレーカーネ(ピ),80174,せり・入札,13781,825,8511,1345,2150,950,200904
スプレーカーネ(ピ),0,相対,65348,5338,43385,7125,5040,4460,200904
スプレーカーネ(ピ),0,第三者等,1045,1045,0,0,0,0,200904
スプレーカーネ(複),55612,せり・入札,12750,2070,8380,200,950,1150,200904
スプレーカーネ(複),0,相対,41212,3495,29082,4700,1780,2155,200904
スプレーカーネ(複),0,第三者等,1650,1650,0,0,0,0,200904
バラ(白),38268,せり・入札,10770,490,6430,890,420,2540,200904
バラ(白),0,相対,26928,1030,16688,1130,1550,6530,200904
バラ(白),0,第三者等,330,290,0,0,0,40,200904
バラ(白),0,商物分離,240,0,180,0,0,60,200904
バラ(黄),29181,せり・入札,7251,240,2276,1180,1080,2475,200904
バラ(黄),0,相対,21350,1050,13560,2200,1810,2730,200904
バラ(黄),0,第三者等,490,460,0,0,30,0,200904
バラ(黄),0,商物分離,90,0,40,0,0,50,200904
バラ(赤),69577,せり・入札,19671,1350,10471,1420,2730,3700,200904
バラ(赤),0,相対,48706,2590,29601,4820,4390,7305,200904
バラ(赤),0,第三者等,1060,830,0,0,190,40,200904
バラ(赤),0,商物分離,140,0,140,0,0,0,200904
バラ(ピ),105359,せり・入札,25696,2180,13871,2650,2625,4370,200904
バラ(ピ),0,相対,78018,2470,49113,6610,4745,15080,200904
バラ(ピ),0,第三者等,1625,1215,260,0,80,70,200904
バラ(ピ),0,商物分離,20,0,0,0,0,20,200904
スプレーバラ,83141,せり・入札,13880,350,5955,2650,940,3985,200904
スプレーバラ,0,相対,67956,1746,41833,7945,3418,13014,200904
スプレーバラ,0,第三者等,1160,990,0,0,110,60,200904
スプレーバラ,0,商物分離,145,0,130,0,0,15,200904
鉄砲ゆり,21000,せり・入札,1810,390,790,400,100,130,200904
鉄砲ゆり,0,相対,18940,1730,13800,410,1340,1660,200904
鉄砲ゆり,0,第三者等,250,250,0,0,0,0,200904
すかしゆり,19850,せり・入札,3500,220,2950,80,250,0,200904
すかしゆり,0,相対,15870,2180,13000,180,510,0,200904
すかしゆり,0,第三者等,480,480,0,0,0,0,200904
ハイブリッド,121700,せり・入札,36160,3390,20745,4135,3185,4705,200904
ハイブリッド,0,相対,84090,5065,53455,9055,6175,10340,200904
ハイブリッド,0,第三者等,1450,1370,0,0,20,60,200904
シニュアータ系,115355,せり・入札,24350,1830,15960,1000,2910,2650,200904
シニュアータ系,0,相対,88085,8460,46700,10980,8295,13650,200904
シニュアータ系,0,第三者等,2920,2820,100,0,0,0,200904
その他スターチス,62400,せり・入札,11110,80,7000,1220,290,2520,200904
その他スターチス,0,相対,49630,3800,29780,6235,2085,7730,200904
その他スターチス,0,第三者等,1660,1630,0,0,30,0,200904
トルコキキョウ(白),26960,せり・入札,3150,0,2640,170,340,0,200904
トルコキキョウ(白),0,相対,23650,60,18390,3340,1830,30,200904
トルコキキョウ(白),0,第三者等,160,20,140,0,0,0,200904
トルコキキョウ(ピ),25523,せり・入札,3138,0,2508,400,230,0,200904
トルコキキョウ(ピ),0,相対,21935,300,16090,3135,2410,0,200904
トルコキキョウ(ピ),0,第三者等,450,140,310,0,0,0,200904
トルコキキョウ(紫),18335,せり・入札,2550,40,1680,260,330,240,200904
トルコキキョウ(紫),0,相対,15555,225,11695,1360,2195,80,200904
トルコキキョウ(紫),0,第三者等,230,40,190,0,0,0,200904
トルコキキョウ(複),19590,せり・入札,4980,0,3530,1370,0,80,200904
トルコキキョウ(複),0,相対,14360,660,11650,1820,0,230,200904
トルコキキョウ(複),0,第三者等,250,160,90,0,0,0,200904
その他トルコキョ,72973,せり・入札,13478,720,4973,975,610,6200,200904
その他トルコキョ,0,相対,56035,7765,17680,3920,1495,25175,200904
その他トルコキョ,0,第三者等,3460,2190,1270,0,0,0,200904
大輪グラジオラス,41253,せり・入札,11125,2180,4925,1060,2080,880,200904
大輪グラジオラス,0,相対,29238,3680,19824,1020,1880,2834,200904
大輪グラジオラス,0,第三者等,890,710,0,0,80,100,200904
小輪グラジオラス,140,相対,70,0,0,0,0,70,200904
小輪グラジオラス,0,第三者等,70,0,0,0,0,70,200904
その他グラジオラス,1930,せり・入札,570,0,100,350,120,0,200904
その他グラジオラス,0,相対,1360,0,100,430,730,100,200904
カトレア,6109,せり・入札,1538,161,964,136,106,171,200904
カトレア,0,相対,4442,1087,1882,668,610,195,200904
カトレア,0,第三者等,129,129,0,0,0,0,200904
デンファレ,60700,せり・入札,10415,2870,4090,1065,1480,910,200904
デンファレ,0,相対,48775,5060,33565,5145,1840,3165,200904
デンファレ,0,第三者等,1510,1480,0,0,30,0,200904
宿根かすみ草,65162,せり・入札,4270,320,2300,830,475,345,200904
宿根かすみ草,0,相対,59752,4010,40122,5740,3035,6845,200904
宿根かすみ草,0,第三者等,1140,1140,0,0,0,0,200904
ガーベラ,169189,せり・入札,22570,3070,9310,3350,1070,5770,200904
ガーベラ,0,相対,142772,8780,90275,12117,15420,16180,200904
ガーベラ,0,第三者等,3847,2457,150,0,1240,0,200904
くじゃく草,24225,せり・入札,7255,1770,4435,250,450,350,200904
くじゃく草,0,相対,16130,1900,9970,1980,980,1300,200904
くじゃく草,0,第三者等,840,790,0,0,50,0,200904
けいとう,111181,せり・入札,32864,950,18169,7830,620,5295,200904
けいとう,0,相対,76282,4395,52797,7215,4240,7635,200904
けいとう,0,第三者等,1655,1515,0,0,100,40,200904
けいとう,0,商物分離,380,0,380,0,0,0,200904
コスモス,21985,せり・入札,2630,1150,1430,0,0,50,200904
コスモス,0,相対,19055,860,14265,1660,460,1810,200904
コスモス,0,第三者等,300,250,0,0,50,0,200904
りんどう,329210,せり・入札,57470,7030,36730,5600,4400,3710,200904
りんどう,0,相対,266160,24400,183365,19230,20380,18785,200904
りんどう,0,第三者等,5580,3800,1780,0,0,0,200904
その他の切花,1489911,せり・入札,305351,33824,177502,32021,23647,38357,200904
その他の切花,0,相対,1163456,61711,798390,77137,105354,120864,200904
